epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/depth_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/depth_loss,lr/pg0,lr/pg1,lr/pg2
1,18.6044,2.04749,4.78101,6.31172,0.02395,0.85526,13.7428,0.0279,0.00844,0.00191,0.00066,0.02088,0.00489,0.00024,0.0001,1.96984,4.70945,6.55852,0.02502,0,0,0.00023637,0.00023637,0.00023637
2,31.0739,2.03571,4.74711,6.3373,0.02347,0.84598,1.10873,0.02834,0.00899,0.0015,0.00048,0.02063,0.00482,0.00023,9e-05,1.97481,4.69951,6.55372,0.02524,0,0,0.000471239,0.000471239,0.000471239
3,45.1657,2.04508,4.78713,6.32854,0.02367,0.83948,1.01521,0.02533,0.00792,0.00157,0.00051,0.01951,0.00498,0.00026,0.0001,1.96893,4.67518,6.55196,0.02513,0,0,0.000702967,0.000702967,0.000702967
4,57.6666,2.03779,4.76063,6.33955,0.0236,0.84531,0.95863,0.02703,0.00824,0.00205,0.00066,0.0207,0.00448,0.00023,0.0001,1.97516,4.69524,6.57247,0.02526,0,0,0.000699863,0.000699863,0.000699863
5,70.0324,2.03436,4.76014,6.32828,0.02351,0.84506,0.92168,0.02752,0.00859,0.00183,0.00062,0.02152,0.00505,0.00024,0.0001,1.97144,4.72206,6.55272,0.02511,0,0,0.00069515,0.00069515,0.00069515
6,82.5565,2.04089,4.78607,6.3378,0.02355,0.8449,0.91745,0.02573,0.00802,0.00197,0.00066,0.01983,0.00498,0.00026,0.0001,1.97351,4.68417,6.55398,0.02518,0,0,0.000690438,0.000690438,0.000690438
7,95.0936,2.03881,4.78965,6.33134,0.02369,0.84836,0.90127,0.02629,0.00855,0.00155,0.00048,0.02014,0.00503,0.00024,0.0001,1.97404,4.70615,6.5471,0.02524,0,0,0.000685726,0.000685726,0.000685726
8,108.206,2.02688,4.76336,6.33672,0.02321,0.83592,0.88201,0.02595,0.0077,0.00147,0.00046,0.01975,0.0045,0.00023,9e-05,1.97102,4.66844,6.5357,0.02516,0,0,0.000681013,0.000681013,0.000681013
9,120.547,2.03069,4.75471,6.32801,0.02336,0.83934,0.87735,0.02711,0.00871,0.00151,0.00048,0.02093,0.00512,0.00024,0.0001,1.97785,4.68765,6.55104,0.02533,0,0,0.000676301,0.000676301,0.000676301
10,133.171,2.03866,4.78605,6.33295,0.02343,0.84145,0.87173,0.02691,0.00885,0.00195,0.00065,0.02035,0.00559,0.00026,0.0001,1.97513,4.67708,6.54267,0.02525,0,0,0.000671588,0.000671588,0.000671588
11,147.273,2.04187,4.79936,6.34074,0.02387,0.84929,0.87412,0.02453,0.00763,0.00192,0.00065,0.02133,0.0055,0.00026,0.0001,1.97847,4.73491,6.56125,0.02529,0,0,0.000666876,0.000666876,0.000666876
12,159.68,2.03658,4.77835,6.33578,0.02373,0.85475,0.88234,0.02413,0.00712,0.00181,0.00062,0.01965,0.00432,0.00022,9e-05,1.9754,4.72908,6.56877,0.02518,0,0,0.000662164,0.000662164,0.000662164
13,171.997,2.03053,4.75125,6.34212,0.02331,0.83886,0.86301,0.02659,0.00784,0.00152,0.00049,0.01871,0.00391,0.00022,9e-05,1.97701,4.69334,6.54532,0.02532,0,0,0.000657451,0.000657451,0.000657451
14,184.98,2.05546,4.7795,6.33276,0.0238,0.83748,0.86253,0.02659,0.00839,0.00152,0.00048,0.02198,0.00561,0.00027,0.0001,1.9717,4.68894,6.53628,0.0252,0,0,0.000652739,0.000652739,0.000652739
15,197.389,2.04223,4.76507,6.34062,0.0235,0.84011,0.87186,0.02695,0.00766,0.0019,0.00064,0.02221,0.00487,0.00023,0.0001,1.9737,4.70224,6.56328,0.02521,0,0,0.000648026,0.000648026,0.000648026
16,210.084,2.039,4.78551,6.33367,0.02398,0.85474,0.85473,0.02892,0.00883,0.0016,0.00048,0.02262,0.00534,0.00026,0.00011,1.97392,4.7256,6.55774,0.02519,0,0,0.000643314,0.000643314,0.000643314
17,224.413,2.04016,4.76888,6.33867,0.02348,0.84473,0.87223,0.02396,0.00766,0.00147,0.00049,0.01789,0.00388,0.00022,0.0001,1.97592,4.70607,6.55763,0.02527,0,0,0.000638602,0.000638602,0.000638602
18,236.884,2.03561,4.77445,6.33947,0.02352,0.8452,0.8674,0.02653,0.00839,0.00186,0.00064,0.02019,0.00488,0.00025,0.0001,1.97337,4.69637,6.53478,0.02521,0,0,0.000633889,0.000633889,0.000633889
19,249.393,2.03065,4.75465,6.33124,0.0234,0.8468,0.85329,0.02546,0.00835,0.00151,0.00049,0.01871,0.00446,0.00023,9e-05,1.97354,4.70008,6.54315,0.0252,0,0,0.000629177,0.000629177,0.000629177
20,261.908,2.03891,4.77015,6.3251,0.02356,0.84669,0.84939,0.02429,0.00803,0.00149,0.00047,0.0189,0.00481,0.00024,0.0001,1.97598,4.68918,6.54207,0.02536,0,0,0.000624464,0.000624464,0.000624464
21,274.541,2.02878,4.75948,6.33483,0.02349,0.84196,0.84904,0.02581,0.00893,0.00155,0.00049,0.01816,0.00438,0.00026,0.0001,1.97286,4.6969,6.54273,0.02526,0,0,0.000619752,0.000619752,0.000619752
22,287.851,2.0349,4.76913,6.33327,0.02365,0.84755,0.8498,0.02503,0.00814,0.00183,0.00064,0.02068,0.00508,0.00024,0.0001,1.97595,4.73444,6.53823,0.02529,0,0,0.00061504,0.00061504,0.00061504
23,301.907,2.03033,4.75073,6.32692,0.0235,0.84022,0.84273,0.02558,0.00788,0.00155,0.00049,0.0195,0.00432,0.00023,9e-05,1.97391,4.7003,6.56206,0.02523,0,0,0.000610327,0.000610327,0.000610327
24,315.686,2.03017,4.7537,6.33987,0.02332,0.83717,0.85353,0.02948,0.00902,0.00156,0.0005,0.02126,0.00537,0.00025,0.00011,1.97137,4.66484,6.54775,0.02516,0,0,0.000605615,0.000605615,0.000605615
25,329.423,2.03993,4.75242,6.33212,0.02379,0.85407,0.83944,0.02561,0.00822,0.00158,0.00049,0.01999,0.00482,0.00025,9e-05,1.97735,4.70913,6.53228,0.02538,0,0,0.000600902,0.000600902,0.000600902
26,343.208,2.03365,4.80627,6.33173,0.02375,0.85639,0.84166,0.02518,0.00792,0.00192,0.00062,0.02005,0.00484,0.00024,0.0001,1.9809,4.72464,6.55442,0.02538,0,0,0.00059619,0.00059619,0.00059619
27,356.871,2.03389,4.774,6.33007,0.02347,0.84097,0.84064,0.02481,0.00788,0.00148,0.00048,0.01961,0.00476,0.00026,0.0001,1.97295,4.7155,6.5545,0.02519,0,0,0.000591478,0.000591478,0.000591478
28,370.652,2.03021,4.75044,6.3337,0.02333,0.83945,0.83997,0.02731,0.00837,0.00177,0.00062,0.02064,0.0051,0.00024,9e-05,1.97023,4.68577,6.55679,0.02517,0,0,0.000586765,0.000586765,0.000586765
29,384.408,2.03649,4.7657,6.33847,0.02371,0.85895,0.83628,0.02693,0.00865,0.00177,0.00063,0.02028,0.00531,0.00027,0.0001,1.97448,4.71226,6.5611,0.02517,0,0,0.000582053,0.000582053,0.000582053
30,397.998,2.04025,4.76781,6.33229,0.02358,0.83603,0.83371,0.02662,0.00821,0.00143,0.00047,0.01947,0.00436,0.00022,0.0001,1.97001,4.69216,6.55197,0.0251,0,0,0.00057734,0.00057734,0.00057734
31,411.693,2.03853,4.76424,6.34443,0.02347,0.84512,0.83106,0.0251,0.00792,0.00196,0.00065,0.0201,0.00482,0.00026,0.0001,1.97347,4.70552,6.56275,0.02522,0,0,0.000572628,0.000572628,0.000572628
32,425.509,2.03171,4.78303,6.33787,0.02365,0.84286,0.83963,0.02414,0.0077,0.00197,0.00065,0.01904,0.00436,0.00023,0.0001,1.97452,4.71149,6.56575,0.02519,0,0,0.000567916,0.000567916,0.000567916
33,439.399,2.0481,4.79825,6.33493,0.02374,0.84349,0.8372,0.026,0.00792,0.00157,0.00049,0.02082,0.00523,0.00027,0.0001,1.97386,4.673,6.54905,0.02523,0,0,0.000563203,0.000563203,0.000563203
34,453.461,2.03886,4.76551,6.34358,0.02356,0.84363,0.82593,0.0266,0.00871,0.00146,0.00049,0.01934,0.0046,0.00023,0.0001,1.97769,4.68769,6.55977,0.02533,0,0,0.000558491,0.000558491,0.000558491
35,467.206,2.02572,4.78592,6.33065,0.02366,0.85093,0.83075,0.02751,0.00782,0.00201,0.00067,0.02115,0.00442,0.00024,0.0001,1.97876,4.74412,6.58711,0.02529,0,0,0.000553778,0.000553778,0.000553778
36,480.827,2.03512,4.76067,6.33877,0.02355,0.84411,0.83783,0.02546,0.00838,0.00158,0.00049,0.02046,0.0055,0.00024,0.0001,1.97676,4.71603,6.55758,0.02526,0,0,0.000549066,0.000549066,0.000549066
37,494.621,2.03748,4.75657,6.34892,0.0237,0.84557,0.83971,0.02505,0.00818,0.00185,0.00065,0.01908,0.0048,0.00024,0.0001,1.97564,4.69144,6.52689,0.02525,0,0,0.000544354,0.000544354,0.000544354
38,508.171,2.04005,4.7462,6.34105,0.02341,0.83303,0.83747,0.02877,0.00877,0.00152,0.0005,0.02133,0.00497,0.00028,0.0001,1.97433,4.67564,6.56057,0.0253,0,0,0.000539641,0.000539641,0.000539641
39,521.636,2.02862,4.75729,6.33544,0.02354,0.84369,0.83141,0.02672,0.00837,0.00183,0.00064,0.02109,0.00543,0.00026,0.0001,1.96963,4.67273,6.54393,0.02521,0,0,0.000534929,0.000534929,0.000534929
40,533.959,2.03977,4.78722,6.34246,0.02369,0.85363,0.82823,0.02438,0.00709,0.00156,0.00047,0.02057,0.00452,0.00023,0.0001,1.97786,4.73681,6.58077,0.02526,0,0,0.000530216,0.000530216,0.000530216
41,546.288,2.04406,4.7665,6.35646,0.02349,0.84089,0.82577,0.02636,0.00821,0.0015,0.00048,0.02014,0.00442,0.00022,9e-05,1.97477,4.69796,6.55081,0.02525,0,0,0.000525504,0.000525504,0.000525504
42,558.63,2.04379,4.73554,6.3296,0.02354,0.83542,0.8207,0.02675,0.00827,0.00147,0.00049,0.01935,0.00416,0.00022,0.0001,1.97462,4.70648,6.54282,0.02526,0,0,0.000520792,0.000520792,0.000520792
43,571.103,2.03492,4.77364,6.33526,0.02342,0.83952,0.8296,0.02564,0.00792,0.0016,0.00049,0.0195,0.00466,0.00028,0.0001,1.97122,4.68471,6.55392,0.0252,0,0,0.000516079,0.000516079,0.000516079
44,583.736,2.04215,4.75732,6.34071,0.02366,0.84642,0.83082,0.02513,0.00842,0.00154,0.00049,0.02021,0.0052,0.00031,0.0001,1.97288,4.68811,6.54388,0.02527,0,0,0.000511367,0.000511367,0.000511367
45,596.057,2.036,4.77475,6.34204,0.02351,0.84243,0.82541,0.0264,0.00831,0.00158,0.00048,0.01931,0.00444,0.00024,0.0001,1.97476,4.67188,6.54108,0.02526,0,0,0.000506654,0.000506654,0.000506654
46,608.834,2.02942,4.77652,6.32336,0.02348,0.84232,0.83103,0.02705,0.00855,0.00166,0.0005,0.02051,0.00466,0.00024,9e-05,1.97412,4.71461,6.53102,0.02525,0,0,0.000501942,0.000501942,0.000501942
47,621.113,2.03233,4.78049,6.33586,0.02342,0.84097,0.83142,0.02617,0.00833,0.00187,0.00064,0.02081,0.00487,0.00028,0.0001,1.97339,4.70715,6.55023,0.02524,0,0,0.00049723,0.00049723,0.00049723
48,633.602,2.04038,4.77045,6.33312,0.02351,0.84574,0.83138,0.026,0.00876,0.00168,0.00051,0.02065,0.00578,0.00026,0.0001,1.97674,4.69464,6.55444,0.02526,0,0,0.000492517,0.000492517,0.000492517
49,647.057,2.03622,4.78359,6.33901,0.02378,0.85401,0.82337,0.02777,0.00805,0.00179,0.00064,0.02167,0.00475,0.00024,0.0001,1.97816,4.72926,6.57219,0.02526,0,0,0.000487805,0.000487805,0.000487805
50,659.382,2.04895,4.77282,6.33815,0.02359,0.83636,0.82359,0.02535,0.0075,0.00168,0.00051,0.02002,0.00464,0.00024,0.0001,1.97722,4.7039,6.56449,0.02535,0,0,0.000483092,0.000483092,0.000483092
51,671.735,2.03252,4.76789,6.34175,0.02342,0.8412,0.81871,0.02694,0.00784,0.00178,0.00063,0.0211,0.00476,0.00025,0.0001,1.97038,4.68798,6.55085,0.02515,0,0,0.00047838,0.00047838,0.00047838
52,685.058,2.04294,4.74496,6.34583,0.0235,0.84255,0.82228,0.02583,0.00818,0.00194,0.00063,0.02156,0.00577,0.00025,0.0001,1.97095,4.68142,6.54854,0.0252,0,0,0.000473668,0.000473668,0.000473668
53,697.607,2.0342,4.76863,6.33712,0.02355,0.85031,0.81818,0.02584,0.00794,0.00191,0.00063,0.02002,0.0044,0.00024,0.0001,1.97515,4.71638,6.56154,0.0252,0,0,0.000468955,0.000468955,0.000468955
54,710.347,2.03914,4.77668,6.3283,0.02355,0.84838,0.82551,0.02744,0.00847,0.00172,0.00053,0.02093,0.00497,0.00024,9e-05,1.97109,4.68855,6.55946,0.02519,0,0,0.000464243,0.000464243,0.000464243
55,723.561,2.04152,4.7779,6.33907,0.02367,0.84984,0.8195,0.0255,0.00742,0.00147,0.00048,0.02043,0.00442,0.00024,0.0001,1.97229,4.6897,6.57187,0.02521,0,0,0.00045953,0.00045953,0.00045953
56,736.338,2.03738,4.74472,6.32863,0.02343,0.84071,0.82166,0.0244,0.00778,0.00161,0.00048,0.01958,0.00452,0.00024,0.0001,1.97664,4.7157,6.54982,0.02526,0,0,0.000454818,0.000454818,0.000454818
57,749.719,2.03345,4.74768,6.3392,0.02347,0.84375,0.81927,0.02574,0.00822,0.00184,0.00064,0.01995,0.00482,0.00024,9e-05,1.97865,4.74314,6.56363,0.02526,0,0,0.000450106,0.000450106,0.000450106
58,762.193,2.03289,4.76359,6.34595,0.02336,0.8491,0.82179,0.02725,0.00849,0.00153,0.00048,0.02204,0.00541,0.00029,0.0001,1.97439,4.68482,6.53565,0.02526,0,0,0.000445393,0.000445393,0.000445393
59,774.661,2.03756,4.77787,6.33024,0.02381,0.85415,0.82569,0.02499,0.00784,0.00184,0.00063,0.02009,0.00525,0.00025,9e-05,1.97954,4.73626,6.54954,0.02533,0,0,0.000440681,0.000440681,0.000440681
60,787.642,2.02885,4.75916,6.33713,0.02347,0.84694,0.8147,0.02569,0.00825,0.00168,0.00049,0.0193,0.0047,0.00023,9e-05,1.97495,4.71404,6.56265,0.02528,0,0,0.000435968,0.000435968,0.000435968
61,799.941,2.03559,4.78518,6.33614,0.02391,0.85917,0.81729,0.02736,0.0084,0.00187,0.00063,0.02117,0.00488,0.00024,9e-05,1.97663,4.74083,6.5602,0.02525,0,0,0.000431256,0.000431256,0.000431256
62,812.243,2.0496,4.79053,6.32705,0.02404,0.8544,0.81986,0.02546,0.00822,0.00197,0.00067,0.01948,0.00472,0.00025,0.0001,1.97648,4.70089,6.54667,0.0253,0,0,0.000426544,0.000426544,0.000426544
63,826.451,2.03841,4.76552,6.31905,0.02369,0.84608,0.82139,0.02502,0.00827,0.00167,0.0005,0.01933,0.0051,0.00058,0.00013,1.97648,4.71926,6.54206,0.02529,0,0,0.000421831,0.000421831,0.000421831
64,839.001,2.03001,4.76942,6.34448,0.02353,0.84413,0.81832,0.02741,0.00859,0.00166,0.00049,0.02153,0.00539,0.00025,0.0001,1.97592,4.72317,6.56938,0.0253,0,0,0.000417119,0.000417119,0.000417119
65,851.445,2.03541,4.76085,6.32087,0.02339,0.84198,0.8134,0.02719,0.00824,0.00164,0.00047,0.02194,0.00512,0.00024,9e-05,1.97566,4.71781,6.55829,0.02521,0,0,0.000412406,0.000412406,0.000412406
66,863.75,2.03174,4.76661,6.34057,0.02335,0.84229,0.81438,0.02693,0.00857,0.00148,0.00048,0.02042,0.00495,0.0002,9e-05,1.97182,4.66825,6.54035,0.02527,0,0,0.000407694,0.000407694,0.000407694
67,876.214,2.03167,4.77727,6.34602,0.02356,0.84661,0.81397,0.02663,0.00865,0.00163,0.0005,0.01969,0.00497,0.00024,0.0001,1.97311,4.68291,6.55428,0.02527,0,0,0.000402982,0.000402982,0.000402982
68,888.497,2.02723,4.76581,6.33646,0.02368,0.85933,0.81381,0.02536,0.00776,0.00166,0.00049,0.02022,0.00442,0.00023,9e-05,1.97454,4.70942,6.56593,0.02523,0,0,0.000398269,0.000398269,0.000398269
69,902.207,2.03638,4.72685,6.31783,0.02336,0.83647,0.81368,0.02757,0.00934,0.00153,0.00049,0.0217,0.00642,0.00029,0.0001,1.97053,4.67097,6.53078,0.02518,0,0,0.000393557,0.000393557,0.000393557
70,915.886,2.05117,4.72925,6.33678,0.02357,0.83319,0.81727,0.02721,0.00855,0.00185,0.00064,0.02056,0.00504,0.00024,0.0001,1.97397,4.68715,6.54837,0.02526,0,0,0.000388844,0.000388844,0.000388844
71,929.258,2.04098,4.78596,6.33241,0.02378,0.85239,0.81043,0.02594,0.00797,0.00163,0.00049,0.01893,0.0041,0.00021,9e-05,1.97322,4.70099,6.5636,0.0252,0,0,0.000384132,0.000384132,0.000384132
72,944.296,2.03498,4.74493,6.34203,0.02333,0.83233,0.81429,0.02649,0.00799,0.00144,0.00048,0.01885,0.00428,0.00023,0.0001,1.97139,4.6595,6.54461,0.02521,0,0,0.00037942,0.00037942,0.00037942
73,957.086,2.03859,4.76294,6.32696,0.02353,0.84285,0.8098,0.02514,0.00788,0.0018,0.00063,0.01977,0.00471,0.00026,0.0001,1.98034,4.72453,6.55128,0.02533,0,0,0.000374707,0.000374707,0.000374707
74,969.485,2.02285,4.75336,6.34003,0.02338,0.8506,0.81319,0.024,0.00778,0.00161,0.00048,0.0171,0.00394,0.00021,9e-05,1.97675,4.71651,6.55055,0.02527,0,0,0.000369995,0.000369995,0.000369995
